,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4, DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life
1,Lenovo,Lenovo Ideapad Slim 3 (82KU017KIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594497::computer::laptops,36289,AMD Hexa-Core Ryzen 5,AMD, 12 GB Expandable,8, DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life
3,Dell,Dell G15-5520 (D560822WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595299::computer::laptops,78500,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16, DDR5 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,56, Upto 10 Hrs Battery Life
4,HP,HP 15s-fy5007TU (91R03PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616095::computer::laptops,55490,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8, DDR4 RAM , 4.2 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7.30 Hrs Battery Life
6,Infinix,Infinix Inbook Y2 Plus XL29 Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615700::computer::laptops,21990,Intel Core i3 (11th Gen),Intel,Not Expandable,8, LPDDR4X RAM, 1.7 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 8 Hrs Battery Life
7,Acer,Acer One 14 Z8-415 (UN.599SI.020) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::616145::computer::laptops,34990,Intel Core i5 (11th Gen) Processor,Intel, 32 GB Expandable,16, DDR4 RAM ,0,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
8,HP,HP 14s-fq1092AU (50M60PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594309::computer::laptops,49599,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8, DDR4 RAM , 4.0 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
9,Acer,Acer One 14 Z8-415 (UN.599SI.018) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::616155::computer::laptops,39990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8, DDR4 RAM , 2.5 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
10,Lenovo,Lenovo Ideapad S145 (81VD008PIN) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | DOS | 1 TB HDD)::579826::computer::laptops,33111,Intel Core i3 (8th Gen),Intel, 12 GB Expandable,4, DDR4 RAM , 2.2 Ghz Processor,LED,15.6,UHD 620,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter
11,ASUS,ASUS TUF Gaming F15 FX506HF-HN075W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613032::computer::laptops,48990,Intel Core i5 (11th Gen),Intel,Not Expandable,8, DDR4 RAM, 2.9 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
12,Lenovo,Lenovo LOQ 15APH8 (82XT004JIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::612854::computer::laptops,92990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16, DDR5 RAM , 3.4 Ghz Processor,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,170, Upto 9.5 Hrs Battery Life
14,HP,HP 15s-eq1580AU (834S2PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::615979::computer::laptops,31490,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8, DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
15,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.003) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::611409::computer::laptops,104990,Intel Core i7 (13th Gen) Processor,Intel, 32 GB Expandable,16, DDR5 RAM ,0,LCD,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter
16,HP,HP 14s-dy2508TU (6X360PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597128::computer::laptops,44999,Intel Core i3 (11th Gen),Intel, 8 GB Expandable,8, DDR4 RAM , 1.7 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 9.45 Hrs Battery Life
17,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.006) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::612876::computer::laptops,112980,Intel Core i7 (13th Gen) Processor,Intel, 32 GB Expandable,16, DDR5 RAM ,0,LCD,16,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter
18,Dell,Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600396::computer::laptops,52800,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8, DDR4 RAM , 3.3 Ghz Processor,LCD,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life
19,ASUS,ASUS VivoBook 14 X415EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596964::computer::laptops,36990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8, DDR4 RAM , 3.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
20,Tecno,Tecno MEGABOOK T1 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::613324::computer::laptops,47999,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16, DDR4 RAM , 4.7 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 17.5 Hrs Battery Life
21,Acer,Acer Nitro V ANV15-51 (UN.QN8SI.001) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::613400::computer::laptops,77860,Intel Core i5 (13th Gen) Processor,Intel, 32 GB Expandable,16, DDR5 RAM ,0,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
22,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101PCIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615134::computer::laptops,49900,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8, DDR4 RAM , 3.1 Ghz Processor,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6.5 Hrs Battery Life
23,HP,HP Pavilion 14-dv2153TU (8Y2S3PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::613601::computer::laptops,69999,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16, DDR4 RAM , 4.2 Ghz Processor,LCD,14,Iris Xe,Intel,1024 GB SSD Storage,No HDD,no,nan
24,Acer,Acer Aspire 3 A315-59 (NX.K6TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597262::computer::laptops,36990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,8, DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
25,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L7IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594573::computer::laptops,33900,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8, DDR4 RAM , 4.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life
26,HP,HP 14s-fy1005AU (6Y6R8PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596972::computer::laptops,60990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16, DDR4 RAM, 4.2 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
27,Lenovo,Lenovo Ideapad Slim 3 15ITL6 (82H803LKIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615418::computer::laptops,40990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16, DDR4 RAM , 2.5 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life
28,Xiaomi,Xiaomi RedmiBook 15 e-Learning Edition Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::587679::computer::laptops,31490,Intel Core i3 (11th Gen),Intel, 8 GB Expandable,8, DDR4 RAM , 3.0 Ghz Processor,LED,15.6,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life
29,Lenovo,Lenovo Ideapad Slim 5 14IMH9 (83DA0049IN) Laptop (14 Inch | Core Ultra 5 | 16 GB | Windows 11 | 1 TB SSD)::616284::computer::laptops,80990,Intel Core Ultra 5,Intel, 16 GB Expandable,16, LPDDR5X RAM , 4.2 Ghz Processor,LED,14,Arc,Intel,1024 GB SSD Storage,No HDD,no,Upto 5 Hrs Battery Life
31,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101GSIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599086::computer::laptops,50990,Intel Core i5 (11th Gen),Intel,Not Expandable,8, DDR4 RAM, 2.5 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135, Upto 8 Hrs Battery Life
32,ASUS,ASUS TUF Gaming F17 FX706HF-HX018W Laptop (17.3 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611247::computer::laptops,57990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8, DDR4 RAM , 2.7 Ghz Processor,LCD,17.3,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter
33,HP,HP 14s- dq3032tu (637S3PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::594568::computer::laptops,25449,Intel Celeron Dual-Core,Intel,Not Expandable,8, DDR4 RAM, 2.8 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,41, Upto 12 Hrs Battery Life
34,HP,HP 15-fc0026AU (7L030PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::611471::computer::laptops,36990,AMD Quad-Core Ryzen 3,AMD,Not Expandable,8, LPDDR5 RAM, 2.4 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,no,nan
35,Lenovo,Lenovo Ideapad 3 CB 11IGL05 (82BA001PHA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 64 GB SSD)::592198::computer::laptops,18999,Intel Celeron Dual-Core,Intel,Not Expandable,4, LPDDR4 RAM, 2.8 Ghz Processor,LED,11.6,UHD,Intel,64 GB SSD Storage,No HDD,no,Upto 10 Hrs Battery Life
36,Acer,Acer Aspire 7 A715-42G (NH.QAYSI.004) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::596048::computer::laptops,48990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8, DDR4 RAM , 2.1 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
37,ASUS,ASUS Vivobook K513EA-L523TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD)::592298::computer::laptops,47990,Intel Core i5 (11th Gen),Intel,Not Expandable,16, DDR4 RAM, 2.4 Ghz Processor,LED,15.6,Iris Xe,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
38,Acer,Acer One 14 Z2-493 (UN.431SI.146) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::597133::computer::laptops,28990,AMD Dual-Core Ryzen 3,AMD, 32 GB Expandable,8, DDR4 RAM , 2.6 Ghz Processor,LCD,14,Radeon,AMD,256 GB SSD Storage,No HDD,65,65W Adapter
39,HP,HP 245 G8 (689T3PA) Laptop (14 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::599470::computer::laptops,26990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8, DDR4 RAM, 2.6 Ghz Processor,LCD,14,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 4 Hrs Battery Life
40,Dell,Dell Inspiron 15 3511 (D560656WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596559::computer::laptops,39250,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,8, DDR4 RAM , 3.0 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
41,HP,HP 14s-dq3017TU (3Y0H4PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 10 | 256 GB SSD)::585670::computer::laptops,27875,Intel Celeron Dual-Core,Intel,Not Expandable,8, DDR4 RAM, 2.8 Ghz Processor,LED,14,UHD,Intel,256 GB SSD Storage,No HDD,no,nan
42,ASUS,ASUS Notebook 12 BR1100CKA-GJ0722W Laptop (11.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 128 GB SSD)::595686::computer::laptops,24999,Intel Celeron Dual-Core,Intel, 4 GB Expandable,4, DDR4 RAM , 2.8 Ghz Processor,LCD,11.6,UHD,Intel,128 GB SSD Storage,No HDD,45,45W Adapter
44,MSI,MSI GF63 Thin 11UC-867IN Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::596474::computer::laptops,56990,Intel Core i5 (11th Gen),Intel,Not Expandable,8, DDR4 RAM, 2.7 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter
45,ASUS,ASUS TUF Gaming F15 FX506LH-HN258T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::585922::computer::laptops,51160,Intel Core i5 (10th Gen),Intel, 32 GB Expandable,8, DDR4 RAM , 2.5 Ghz Processor,LED,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 6 Hrs Battery Life
46,Acer,Acer Aspire 3 A315-510P (NX.KDHSI.001) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600274::computer::laptops,35199,Intel Core i3 (12th Gen),Intel,Not Expandable,8, LPDDR5 RAM, 3.4 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
47,Acer,Acer Extensa EX215-54 (NX.EGJSI.00T) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599599::computer::laptops,32990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8, DDR4 RAM , 1.7 Ghz Processor,LCD,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
49,Acer,Acer Extensa EX215-31 (UN.EFTSI.002) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 256 GB SSD)::587119::computer::laptops,23999,Intel Pentium Quad-Core,Intel, 8 GB Expandable,4, DDR4 RAM , 2.4 Ghz Processor,LED,15.6,UHD 605,Intel,256 GB SSD Storage,No HDD,45, Upto 6.5 Hrs Battery Life
50,ASUS,ASUS VivoBook 15 X1502VA-NJ542WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::614419::computer::laptops,64990,Intel Core i5 (13th Gen),Intel,Not Expandable,16, DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
51,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 (82K201UMIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596546::computer::laptops,72990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16, DDR4 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 5 Hrs Battery Life
52,ASUS,ASUS Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (14 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD)::595439::computer::laptops,169990,Intel Core i9 (12th Gen),Intel,Not Expandable,32, LPDDR5 RAM, 2.5 Ghz Processor,LED,14,Iris Xe,Intel,1024 GB SSD Storage,No HDD,100, Upto 10 Hrs Battery Life
53,HP,HP 15s-du3564TU (5R7P5PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::592927::computer::laptops,49999,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8, DDR4 RAM,0,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
54,HP,HP 14s-dy5005TU Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596974::computer::laptops,54990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16, DDR4 RAM , 4.2 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
55,ASUS,ASUS TUF Gaming A15 FA577RM-HF031WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::599806::computer::laptops,96990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16, DDR5 RAM , 4.7 Ghz Processor,LCD,15.6,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,90,90W Adapter
56,ASUS,ASUS VivoBook 14 X1400EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611217::computer::laptops,36999,Intel Core i3 (11th Gen),Intel,Not Expandable,8, DDR4 RAM, 4.0 Ghz Processor,LCD,14,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
57,Dell,Dell G15-5525 (D560818WIN9B) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::596284::computer::laptops,89500,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16, DDR5 RAM, 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
58,Samsung,Samsung Galaxy Book Pro Intel Evo 13.3 2 Pro 13.3 Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::594518::computer::laptops,72990,Intel Core i5 (12th Gen),Intel,Not Expandable,16, LPDDR5 RAM, 4.2 Ghz Processor,LED,13.3,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 21 Hrs Battery Life
59,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L3IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::593617::computer::laptops,34990,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8, DDR4 RAM,0,LED,15.6,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
60,Acer,Acer Predator Helios 300 PH315-54 (NH.QC2SI.00B) Laptop (15.6 Inch | Core i9 11th Gen | 16 GB | Windows 11 | 1 TB SSD)::595655::computer::laptops,129990,Intel Core i9 (11th Gen),Intel, 32 GB Expandable,16, DDR4 RAM , 4.8 Ghz Processor,LCD,15.6,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
61,MSI,MSI GF63 Thin 10SCXR-1617IN Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::585932::computer::laptops,65999,Intel Core i7 (10th Gen),Intel,Not Expandable,8, DDR4 RAM, 2.6 Ghz Processor,LED,15.6,"GeForce GTX 1650 Max Q GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,120, Upto 4 Hrs Battery Life
62,Dell,Dell Inspiron 14 5410 (D560594WIN9S) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592486::computer::laptops,76900,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8, DDR4 RAM , 2.5 Ghz Processor,LED,14,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
63,ASUS,ASUS TUF Gaming F15 FX506LHB-HN355WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::596520::computer::laptops,50990,Intel Core i5 (10th Gen),Intel, 32 GB Expandable,8, DDR4 RAM , 2.5 Ghz Processor,LCD,15.6,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 14.7 Hrs Battery Life
64,ASUS,ASUS TUF Gaming A15 FA577RE-HN055WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596355::computer::laptops,141990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16, DDR5 RAM , 3.3 Ghz Processor,LCD,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter
65,ASUS,ASUS VivoBook 15 M515DA-BR322WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD)::595206::computer::laptops,59999,AMD Dual-Core Ryzen 3,AMD, 12 GB Expandable,8, DDR4 RAM , 3.4 Ghz Processor,LCD,15.6,Integrated,AMD,256 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
66,ASUS,ASUS VivoBook 15 X515JA-BQ322WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::596181::computer::laptops,32990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,8, DDR4 RAM , 1.2 Ghz Processor,LED,15.6,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
67,Infinix,Infinix Zero Book 13 ZL513 Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612344::computer::laptops,49990,Intel Core i7 (13th Gen),Intel,Not Expandable,16, LPDDR5X RAM, 4.8 Ghz Processor,LCD,15.6,Iris Xe,Intel,512 GB SSD Storage,No HDD,96, Upto 13 Hrs Battery Life
68,Lenovo,Lenovo Legion 5i (82AU00KLIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::582799::computer::laptops,53535,Intel Core i5 (10th Gen),Intel,Not Expandable,8, DDR4 RAM, 2.5 Ghz Processor,LED,15.6,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,nan
69,HP,HP 15s-eq1560AU (6Q0M8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::596406::computer::laptops,37990,AMD Dual-Core Ryzen 3,AMD, 8 GB Expandable,8, DDR4 RAM , 2.6 Ghz Processor,LCD,15.6,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
70,HP,HP 14s-dq3037TU (681Y5PA) Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::596577::computer::laptops,28990,Intel Celeron Dual-Core,Intel,Not Expandable,8, DDR4 RAM, 2.8 Ghz Processor,LCD,14,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
71,ASUS,ASUS VivoBook 15 X512DA-BQ313WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::595765::computer::laptops,41990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8, DDR4 RAM, 2.6 Ghz Processor,LCD,15.6,Radeon Vega 3,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
72,Acer,Acer Aspire 5 A515-57G (UN.K9TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::596049::computer::laptops,55500,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16, DDR4 RAM , 3.3 Ghz Processor,LED,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
73,ASUS,ASUS VivoBook 15 OLED X1505ZA-L1311WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597875::computer::laptops,59800,Intel Core i3 (12th Gen),Intel,Not Expandable,8, DDR4 RAM, 3.3 Ghz Processor,LED,15.6,UHD Graphics,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
74,Dell,Dell Inspiron 15 3511 (D560841WIN9S) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::598155::computer::laptops,42399,Intel Core i3 (11th Gen) Processor,Intel,Not Expandable,8, DDR4 RAM,0,LCD,15.6,Integrated,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65, Upto 6 Hrs Battery Life
75,Lenovo,Lenovo Ideapad Flex 5i 14ITL05 (82HS00W2IN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::593466::computer::laptops,56999,Intel Core i3 (11th Gen),Intel,Not Expandable,8, DDR4 RAM, 3.0 Ghz Processor,LED,14,UHD,Intel,512 GB SSD Storage,No HDD,no,52.5W Adapter
